icebreaker_s_001689.png,8
peke_s_000545.png,5
convertible_s_000520.png,1
domestic_dog_s_000455.png,5
broodmare_s_000313.png,7
capreolus_capreolus_s_001380.png,4
true_cat_s_000886.png,3
cruiser_s_000163.png,8
ostrich_s_001561.png,2
buckskin_s_000031.png,7
cassowary_s_002024.png,2
fighter_aircraft_s_001009.png,0
convertible_s_000295.png,1
lapdog_s_001489.png,5
delivery_truck_s_001300.png,9
rana_pipiens_s_000379.png,6
ostrich_s_000026.png,2
fighter_aircraft_s_000720.png,0
supertanker_s_000275.png,8
ostrich_s_000147.png,2
male_horse_s_000742.png,7
monoplane_s_000877.png,0
fallow_deer_s_000351.png,4
automobile_s_001645.png,1
walking_horse_s_000071.png,7
stallion_s_000015.png,7
capreolus_capreolus_s_001283.png,4
mule_deer_s_000357.png,4
dumper_s_000805.png,9
trailer_truck_s_001350.png,9
green_frog_s_001384.png,6
rhea_americana_s_000436.png,2
capreolus_capreolus_s_001605.png,4
auto_s_000800.png,1
tailed_frog_s_000246.png,6
cervus_elaphus_s_000903.png,4
articulated_lorry_s_000916.png,9
bullfrog_s_000797.png,6
bullfrog_s_001028.png,6
ladder_truck_s_001799.png,9
toad_frog_s_001786.png,6
wrecker_s_002395.png,9
dump_truck_s_001363.png,9
canis_familiaris_s_000450.png,5
lipizzan_s_001223.png,7
station_wagon_s_000464.png,1
american_toad_s_001003.png,6
dredger_s_000486.png,8
wagtail_s_000747.png,2
dump_truck_s_000163.png,9
mutt_s_000997.png,5
dump_truck_s_001097.png,9
puppy_s_001045.png,5
tabby_s_001593.png,3
broodmare_s_000179.png,7
car_s_000040.png,1
domestic_cat_s_000913.png,3
alley_cat_s_000843.png,3
truck_s_000028.png,9
estate_car_s_001092.png,1
arabian_s_000782.png,7
supertanker_s_000761.png,8
garbage_truck_s_001211.png,9
arabian_s_002303.png,7
red_deer_s_001101.png,4
tabby_cat_s_000069.png,3
cervus_elaphus_s_001124.png,4
trucking_rig_s_001247.png,9
pekinese_s_000046.png,5
police_boat_s_001118.png,8
fallow_deer_s_001785.png,4
camion_s_000599.png,9
tabby_s_001774.png,3
spring_frog_s_000407.png,6
wagon_s_002463.png,1
station_wagon_s_002537.png,1
elk_s_001751.png,4
house_cat_s_000064.png,3
lorry_s_000562.png,9
delivery_truck_s_001587.png,9
wagon_s_000378.png,1
trucking_rig_s_001431.png,9
tractor_trailer_s_000653.png,9
cassowary_s_000194.png,2
fawn_s_001418.png,4
mouser_s_000792.png,3
bird_of_passage_s_000006.png,2
sika_s_000337.png,4
dawn_horse_s_001453.png,7
police_cruiser_s_001385.png,1
maltese_s_000562.png,5
wagon_s_000572.png,1
liberty_ship_s_001456.png,8
western_toad_s_000622.png,6
house_cat_s_002004.png,3
bufo_bufo_s_002202.png,6
tabby_cat_s_001983.png,3
fallow_deer_s_001133.png,4
red_deer_s_001719.png,4
